text;label
The town hall is owned by North Wiltshire District Council but the facility is run by the town council;0
It is an attempt to square their own backbenchers, but they have failed to satisfy them and we are now set for a battle royal;0
 Nightlife is non-existent, but it's a great spot to relax, and absorb equal amounts of Greek sunlight and fresh Aegean air;0
The elements in this dish could work well together, but the overall effect just isn't subtle enough to whet your palate for more. </p>;0
They had planned for this, but he still doubted whether or not it was really going to work;0
One is for a gift and one is for a service, but I can never remember which is which;0
The company had an excellent staff retention rate, but rapid expansion came at a price;0
Maybe she had left me a clue for finding her, or maybe it was a mistake, but I intended to make use of it whichever was the case;0
He hadn't decided which film to make, he added, but whichever story he chose he'd cast me;0
Ibarra will get some money back, he explains, but it won't be the full amount and it won't be until the accounting is squared away;0
I'm sure it will be fine with my father, but I'll give you his number so you can square it away with him;0
It is a low tech but highly effective way of stemming the flow of illegal immigrants into this country;0
The Hall was built in 1826, but became redundant when the present town hall was built;0
Every year hundreds of new scents are marketed, but most disappear before anyone catches a whiff;0
This has no relevance to the movie, but it's more interesting than anything that happens for the last half hour of the runtime;0
A whiff of smoke sparked my noise, causing it to twitch as my allergies began to act, but I ignored it;0
Imperial powers bequeathed the nation-state system to their colonies, but it has not worked well in either part of the world;0
They are normal people, but they perceive the world differently;0
The special rapporteur is also trying to investigate allegations of torture, but is being stalled by authorities;0
He was back to normal, well normal for him, but definitely strange to most people;0
The advice from the airport was for people to check in as normal but to expect to face delays;0
The shape of the side windows is slightly different, but that obviously does not affect the aerodynamic shape;0
Yesterday Yorkshire flood victims still struggling to return to normality welcomed the move, but said it was too late;0
The spicy beef was rare and served with green mango and coriander, but lacked any real zing;0
She shook Jason by the shoulders and he stirred a little, but did not wake up;0
By this time he had more men than his pursuers, but they were of low quality because the best troops were kept in European Russia in case of rebellion;0
The question is whimsical, but perhaps it illustrates something;0
Disagreement is one thing, but accusations of lying are a different matter altogether;0
Certainly, it is not a seductive garment and the vision from inside pretty limited and you can only guess at the heat, but the colours and delicacy of its cloth is exquisite;0
I remember hearing my parents talk about how much better life would be when their ship came in, but I never knew whether or not they really expected it to happen;0
Her friends told her the idea was pure madness, but she went through with it anyway;0
I grant that he's a talented writer, but I just don't find his books very interesting;0
Sure it was a low blow, but it was something I didn't actually care about at the moment since it was clear she had no intention of sugarcoating whatever she wanted to say;0
There can be periods of high political tension but then normality returns;0
Pulcini had locked the front door of the convent, but now he found it open;0
Mr Wood said aid had to be sent wherever people needed water, food and shelter but he warned there was no overall single answer to the problem of poverty;0
I usually prefer to ignore his rants but this is really too much;0
There were the rapiers on the walls, but I was too short to reach them;0
I could rant and rave about it but that wouldn't make a difference;0
He has people working for him, but he has a tight rein on every part of the process;0
At first Mark didn't know what he meant, but then it clicked;0
I wasn't sure how, but I assured myself that I would find a way;0
Goldman is now dead, but his family still runs his business and maintains the graffiti wall;0
They appreciated her kindness but were not ready to reciprocate the gesture;0
She had turned him down for a date before, but he persisted and asked her again;0
The UN could have gone on passing resolutions and sending in inspectors and rapporteurs for the next 50 years, but in the end there was no realistic alternative to war;0
A successful trend-maker might be able to steer a conversation, but virality remains extremely difficult to predict;0
Engineers managed to get trains running on time again by the early hours today, but further problems near Bethnal Green put them back to square one;0
She tried to reach the vase but overbalanced herself and fell off the stool;0
The Department for Culture, Media and Sport has plenty of money to give out, but collecting and interpreting the artefacts of human history is just not where it's at;0
Your bank statements provide some compensation, but it still rankles;0
We got a bit worried when we saw a couple of police cars, but luckily they were country policemen;0
Scholarly notes are usually signalled by superscript numbers at appropriate points in a text, but such symbols as asterisks and obelisks may be used instead for footnotes;0
I normally start off with a full body shot, but then I move in and start interacting and conversing with the person;0
We see them play and they look so assured, but they're full of doubts;0
The store is always busy but they manage to keep the shelves stocked and neat;0
He is not against the idea of modernity, but advises caution;0
I wouldn't advise sleeping pills, but a nice warm bath might do the trick;0
I heard the camera clicking and zooming again, but that soon faded away;0
This argument is plausible but it will not bear a close examination;0
The sound is pleasant to the ear but what sense is it intended to convey to the mind;0
It was a sunny day, but the wind was cold;0
The stick was thin but it was strong;0
He was ill but he went to work;0
She is poor but honest;0
Lincoln’s Gettysburg address was just 272 words long, but they have been among the most memorable words in American History;0
I am on my way to a party, but I am running a little late;0
I want to eat a second piece of pie, but I can’t;0
He liked the meal, but he didn’t like the dessert;0
I attended every lecture in the class, but I still don’t understand anything;0
Apparently, she keeps a calendar, but she always forgets about the plans she makes;0
I’ll come with you and keep you company if you want, but I’m not going to enjoy it;0
Mental illness can be difficult or awkward to talk about, but there are many ways we can be supportive;0
He spent hours and hours more on the painting, but it still looks bad;0
Overall, the movie was great, but the ending could have been better;0
A lot of times, we follow the rules but don’t really understand why;0
I walked to the beach but it was foggy, so I didn’t swim;0
I bought her flowers but she forgot to come to work;0
I took her out for dinner, but she didn’t eat it;0
She listened to me, but she didn’t understand it;0
I stayed at home but my wife went to the party;0
We went out for dinner, but the kids were noisy so we came home early;0
A new article came out slamming the popular diet program, but I believe it is more of a writing style choice;0
I was looking forward to it all day long, but when I got home my wife told me we could not go to dinner after all;0
He did not want to try it at first but after seeing everyone eat he had to give in;0
The beginning of the movie is slow but then picks up speed after that;0
The weather was nice but hot;0
The bear attacked us but we ran away;0
I think you should do something but I’m not sure what exactly;0
He said he couldn’t come but my mother told me he just wanted to stay home and watch tv all day;0
It’s a good hotel but my room is too small;0
I wanted to go out but I was too tired;0
I have been studying Chinese for months but still have problems with pronunciation;0
We can help you with your resume but we charge a fee for this service;0
I like dancing, singing and playing the piano but not at the same time;0
You can do it by yourself but it will be difficult and messy to clean up later;0
Life is hard but love is harder;0
We are busy but happy;0
He was old but he was also really sweet;0
The defendant was charged with assault and his lawyer claimed he acted in self defence but he was found guilty;0
ECT is dangerous but the side effects can be worse than the disease;0
I’ve been here a lot in the past but this time felt really uncomfortable;0
My sister is a doctor but she will never leave her little girl;0
You can find clothes at great prices but they don’t always look good with other things in your wardrobe;0
Some people like to go on holiday and never come back, but you need to carry on working and paying the bills and everything else;0
He has a big mouth, but everything he says cannot be true;0
It was better than I thought but I was still disappointed;0
They are good at marketing but not good at production;0
What you see isn’t always what you get but it can be;0
I love my new dress but it’s too expensive;0
I don’t think he likes me, but I will talk with him;0
He is a good boy but he is lazy;0
The book is good but I don’t like the end;0
I didn’t like that restaurant, but I did like the desserts;0
You can go to school today, but you have to work hard;0
She didn’t want to go out tonight, but she doesn’t need to get up early tomorrow;0
The dress was expensive but it had to be replaced;0
The computer is cheap but good value for money;0
It was cheap but it had to be replaced at once;0
The shoes are comfortable but they need new heels;0
I like the furniture but I am not sure if I should keep them;0
I am happy because my family came on time, but my friend is late;0
Jeremy Clarkson is married but not happy;0
All of our staff are paid fairly but it’s still difficult to survive on your wage;0
Mark Zuckerberg is an American billionaire but was raised in White Plains, New York;0
We started to go home but we had run out of gas;0
It is a very funny joke, but it works at the expense of treating her like a child.;0
It is easy to understand this, but it's not so easy to evaluate the different elements of theatre.;0
A court notice reported the economic loss of the two vehicles,  but did not mention any military casualties.;0
She does have affection for him  but is not over-impressed with his success as a writer.;0
Drama school isn't going to teach anybody to act but it does give the vital techniques with which to act.;0
Operator training is fairly simple,  but managers need more to get the most out of the system.;0
He seemed somewhat breathless but his intelligent eyes twinkled with amusement. ;0
He has asked questions all over the village but none of the answers have solved this dreadful crime.;0
She was a tall blonde woman, slightly overweight but still handsome. ;0
I tried to run past him but he grabbed the collar of my coat.;0
His lady's a bit more fussy,  but a real lady nonetheless.;0
He may be a lord but he's no gentleman.;0
It's a pretty bizarre film, but it's not dark or mean spirited in its intentions. ;0
He may bring problems but he also helps to solve them.;0
The chair was comfortable but low.;0
He looked crestfallen,  but he smiled.;0
I'd like another one, actually,  but I can't see it happening now.;0
It was an absolute brute but eventually I did manage to dig it all out.;0
You may be homeless  but at least you're not a dumb blonde like I am.;0
"The porch was only a tiny little thing  but 	at least it had a roof.";0
I wouldn't be able to stretch out,  but at least I could sit there. ;0
The floor was a bit damp  but I could put up with that.;0
I'm sixty next year but I'd like to carry on for as long as possible.;0
The tea tasted horrible but at least it gave me the chance to have a little think.;0
I slept fitfully  but well enough.;0
She's a really lovely woman  but she's not very bright about things like this.;0
Aerosols are expensive  but useful for emergencies.;0
"The pilot released the cable  	but	  could not keep the glider straight. ";0
"Flying a new type of glider is always fun,  	but	  it worries many inexperienced pilots.";0
"It may cause pain  	but	  often there are no symptoms. ";0
"Smoke alarms need very little maintenance,  	but	  they do need to be tested regularly.";0
"The equipment can be very simple,  	but	  very effective. ";0
"We are many,  	but	  we are unarmed. ";0
"He tried to open his mouth  	but	  his jaw-bones jammed.";0
"He couldn't be part of their brotherhood  	but	  he wanted to be among them. ";0
"She put on her sunglasses to decrease her visibility,  	but	  she could still see something of herself.";0
"I'm a civil servant; not very senior,  	but	  I get by.";0
"You must really want to be doing something else  	but	  you won't let yourself admit it.";0
"A different patient correctly reads irregular words aloud  	but	  fails to retrieve their meaning.";0
"Another patient could name letters  	but	  could not sound them out.";0
"Some can remember old faces  	but	  cannot learn new ones.";0
"The analogy is attractive,  	but	  illegitimate.";0
"I could give it a try  	but	  I don't want to promise anything.";0
"They could be copies,  	but	  they look real enough.";0
"Aveling preferred actresses,  	but	  they were more difficult to locate.";0
"We could turn up the movie  	but	  it doesn't help.";0
"The operation is a simple one  	but	  an effective one.";0
"She is a little short  	but	  she has these other advantages.";0
"They go through school,  	but	  don't learn enough. ";0
"Most back problems originate in this area,  	but	  they could be easily avoided by regular exercise.";0
"They are horribly expensive  	but	  to my mind they are the best.";0
"This applies equally to carving,  	but	  that's still not easy.";0
"A higher boiler temperature will heat the house faster,  	but	  will use more fuel. ";0
"They are to help pay for something you need  	but	  cannot afford at the time you need it.";0
"Strongest connections are with commercial stations  	but	  progress has been slowed.";0
"Council tenants were generally satisfied  	but	  were concerned about quality.";0
"The new contracts may improve accounting procedures,  	but	  do not appear to offer more choice.";0
"Improving ratios might have satisfied officials at headquarters  	but	  have only produced harder work.";0
"It was severely damaged,  	but	  valuable enough to be repaired. ";0
"The trick does not work,  	but	  at least it leads to the hiding of Colas in Lise's.";0
"Her movements then are equally purposeful  	but	  they are constricted and withdrawn.";0
"He is always part of the total picture  	but	  facing the wrong way.";0
"It's been a hard struggle  	but	  we're getting through.";0
"The brewery was closed by Brent Walker in 1989  	but	  a management team bought the site and restarted brewing a year later.";0
"Brendan designed it for hop pellets  	but	  I only use whole hops.";0
"My beers are certainly bitter  	but	  you can drink several pints.";0
"There is even a small  	but	  important market for English seeded hops in Belgium.";0
"We charge a little more  	but	  our customers receive the highest quality service.";0
"The company has promised much in the past  	but	  to date failed to perform up to the market's expectations.";0
"They're small  	but	  quite positive. ";0
"The weather was not too promising,  	but	  we made good time.";0
"Feeling somehow cheated,  	but	  also extremely relieved.";0
"It was steep and exposed  	but	  solid.";0
"We wondered about the pen money,  	but	  said nothing.";0
"The bolts have recently been renewed  	but	  traditional protection is also necessary.";0
"I thoroughly recommend it  	but	  it is a long route.";0
"There are many less well known,  	but	  very worthwhile places.";0
"It's a long day out,  	but	  a most rewarding one.";0
"Perhaps they have lost something in the printing,  	but	  the reader will never know.";0
"Most simply replace the existing rocker switch,  	but	  cannot be used for controlling the fluorescent lighting.";0
"These came into force January 1989  	but	  they are still not widely known.";0
"These are similar to ceramic tiles,  	but	  are unglazed.";0
"One shop assistant was polite,  	but	  adamant.";0
"He sleeps in his owner's bedroom,  	but	  he's got his own bean bed.";0
"She likes all our regulars  	but	  finds the crossword a bit hard!";0
"The field has been open to females only during the past year  	but	  we soon expect at least 10 per cent of dog-training course applicants.";0
"The man chased me  	but	  I ran.";0
"I slept on the bed with them  	but	  they kept falling out.";0
"I climbed up  	but	  his seat collapsed.";0
"I try to get them off him  	but	  am not always successful.";0
"Such explicitness would be a disaster in the novel,  	but	  it underlies the final text of the pub tirade.";0
"Raskolnikov lives with his pain,  	but	  most of the time he doesn't focus on it. ";0
"He speaks kindly  	but	  I'm afraid. ";0
"She looked at her step-mother  	but	  uttered not a single word.";0
"Not bad  	but	  wrong.";0
"I picked up a book,  	but	  put it down again.";0
"We can't win  	but	  we must keep trying.";0
"This would be undesirable behaviour in a transformer  	but	  is the essence of fluxgate operation.";0
"There must have been text books around at one time  	but	  I cannot even identify any titles.";0
"It is not the easiest language to learn,  	but	  it has structure and legibility. ";0
"Using a mouse is very convenient  but	  some might prefer the keyboard.";0
"Maths coprocessor desirable  	but	  not essential.";0
"His arguments are fast-moving  	but	  inexact.";0
"It is less easy,  	but	  more interesting.";0
"It is an undignified business,  	but	  survival demands it.";0
"This may seem innocuous and acceptable,  	but	  the implications should be understood. ";0
"Such a degree course would not suit everyone,  	but	  it might well be attractive to the late entrants.";0
"Pound's admirers will protest at this,  	but	  they will be wrong.";0
"Others do occasionally venture out  	but	  are painful to watch. ";0
"He will no doubt tread very carefully,  	but	  the consequences of his stand could be far-reaching. ";0
"For several years the market playing was limited  	but	  early in 1988, finance officers began taking options out.";0
"The box had to be flat-packed  	but	  assembled without glue.";0
"Roberts's ankle appeared broken,  	but	  the Chelsea players were not interested in retribution.";0
"Demonstrators invaded the pitch,  	but	  they were repelled.";0
"He made a goal (65) for Baltazar,  	but	  Howard Kendall's side equalised (70).";0
"Together they are a vital,  	but	  a very scarce resource.";0
"They were thin and weak,  	but	  looked surprisingly well.";0
"They were trapped inside,  	but	  were able to cut a hole through the hull. ";0
"He was nearing 60, with warnings of ill health,  	but	  immediately undertook  an imaginative restructuring of anatomical teaching";0
"She may not have any speech,  	but	  she has no problems in making her feelings clear.";0
"The liver donation came from a UK resident  	but	  hospital authorities are releasing no further details.";0
"The position is changing rapidly,  	but	  they can still be powerful.";0
"The cricket chairman Brian Close is away on holiday  	but	  he is likely to face some testing questions on the 10th.";0
"The year will be disappointing,  	but	  we are very confident that we will be back in the league.";0
"South has been valued at between $108 and $112 a share,  	but	  the deal will not reward shareholders until early next year.";0
"Eurotunnel co-chairman Alastair Morton has a difficult job on his hands  	but	  he has shown he can handle it. ";0
"Such declarations are of little intrinsic importance  	but	  they tell us something of how a politician sees the world.";0
"City pundits see troubles for the economy in the coming months  	but	  are much more optimistic about prospects a year or more from now.";0
"The Soviet leader is far from succeeding  	but	  he is still very much there.";0
"This is usually seen as a weakness  	but	  it is equally a strength.";0
At the same time he could be penetratingly serious but above all, he was poignantly lovable.;0
"We have written to Mr Steven,  	but	  he has ignored our letters.";0
"He recently retired as editor of the Eye  	but	  he still spends much of his time at the magazine's cramped. . . ";0
"He too listened closely to the arguments in the morning,  	but	  after a pub lunch with his staff, he did not return.";0
"Last year it was 128,500 tonnes,  	but	  only 90,000 tonnes were caught.";0
"Prima remains the bestseller  	but	  is down 17 per cent. ";0
"Essentials fell even more sharply,  	but	  is above target.";0
"The statistics are impressive enough,  	but	  they hardly tell the story.";0
"The Pole was first in the compulsory figures  	but	  could finish only third in the original programme.";0
"Only Nick Skelton was faster,  	but	  he had a single error with Burmah Grand Slam.";0
"Chartered trains were due to leave Prague yesterday evening,  	but	  had failed to appear more than two hours after the appointed time.";0
"Police at first used rubber truncheons to prevent them,  	but	  then stood back.";0
"The company was orginally involved in textiles  	but	  has diversifed into refrigeration and electrical activities.";0
"The main thrust will be in the middle ground,  	but	  we want to publish good quality literary works as well.";0
"I have usually got on well with newspaper proprietors,  	but	  this time I want to be in charge.";0
"Jones Average reached a new peak of 2,772.80 at one point,  	but	  closed up 16.53 at 2,771.09.";0
"Her comments on interest rates had little impact on financial markets  	but	  they appeared to underscore the Government's commitment.";0
"She had to face the handicaps of severe diabetes  	but	 , true to Greek ideals, she endured them with stoicism.";0
"She applied to her employer for a redundancy payment  	but	  was refused because of lack of funds.";0
"Tory councillors attempted a similar move 18 months ago,  	but	  gave it up.";0
"I couldn't do much,  	but	  my mind was free and clear. ";0
"Jonathan Davies could not manage the touchline kick,  	but	  was successful from a similar position five minutes before the interval.";0
"The Irises was left on show for an extra fortnight  	but	  removed last week for security reasons.";0
"The market may go lower  	but	  the time to buy is now. ";0
"He was 32, at his peak as a cricketer,  	but	  life then brought him a series of disappointments. ";0
"Her position had improved  	but	  was not totally settled. ";0
"She's in discomfort  	but	  she's doing really well.";0
"An air of anticipation was less familiar,  	but	  Halifax exceeded all expectations by mounting a thrilling recovery.";0
"It was silly  	but	  it was catchy.";0
"A Theft was exhilarating,  	but	  it faded very quickly.";0
"It's passionately felt, for sure,  	but	  perhaps not adequately dramatised.";0
"Citroen makes some fine cars,  	but	  it tends not to make them very well.";0
"The idea works well,  	but it is not infallible.";0
"He is a brave man for talking out about corruption,  	but	  he is too unstable to make a leader.";0
"The porterage system is antiquated  	but	  it works efficiently. ";0
"It may for a moment seem to quench  	but	  it dehydrates.";0
"Ingalls will provide some contract support,  	but	  we will not be involved in the programme management.";0
"Security has been tight at the court,  	but	  there has been one threat against a juror.";0
"It can be done in spring too,  	but	  there are usually more pressing jobs then. ";0
"The film is pretty short,  	but	  makes everything count.";0
"Shares escape new crash  	but	  face uncertain future.";0
"The mortgage rates may fluctuate,  	but	  the administration and the repayments remain the same.";0
"The average rise was £55 per month,  	but	  some borrowers were hit hard. ";0
"Borrowers can pay more when rates move up,  	but	  they must come to a branch to make a specific request.";0
"The two-bedroom cottage needs refurbishment  	but	  it is in a superb location.";0
"That was four weeks ago  	but	  it is still evident. ";0
"Real are tighter in defence,  	but	  less interesting and inventive. ";0
"He made a brief, unsuccessful return,  	but	  his future was overseas.";0
"The Pakistani fought with characteristic courage,  	but	  was unable to utilise his fearsome steamrolling style.";0
"Barnes has been suffering from a hamstring strain,  	but	  he was able to train on Thursday and yesterday.";0
"They were writing about the country,  	but	  they weren't from it.";0
"They were amused by him for a while  	but	  he didn't keep his place.";0
"Saas Fee has an excellent glacier,  	but	  again needs abundant snow to provide much more than that.";0
"The wine list is small  	but	  perfectly chosen.";0
"He demanded a refund from the first agents  	but	  they refused.";0
"His diaries may be partisan  	but	  they are honest.";0
"It was painful,  	but	  it was successful.";0
"We may be a grandmother,  	but	  we can still walk across the tea-room with a girlish flick.";0
"I would like to do something classical  	but	  I can't. ";0
"He had wanted to be a vet,  	but	  all his plans had come to nothing.";0
"He's got a real motor,  	but	  that day the engine fell out.";0
"Its tone is playful and frivolous  	but	  it makes some valid criticisms. ";0
"We also had anti-malaria pills,  	but	  not enough.";0
"Some still bear the marks of their torture,  	but	  they appeared remarkably calm.";0
"Harris was born at Henley-upon-Avon,  	but	  the family soon moved to Birmingham.";0
"It's an incredible responsibility,  	but	  I was blessed with a chance to do these things.";0
"The verification process is going on,  	but	  we cannot say whether it's going to be completed.";0
" I tried to push him off,  	but	  he was too forceful.";0
"So far this year our revenues are ahead and still healthy,  	but	  they are not what we expected.";0
"I'm interested in your society  	but	  don't want to cough up any money at the moment.";0
"The authorities have been grappling with the problem for a decade,  	but	  still the cars choke the cobbled streets. ";0
"He possessed the true explorer's curiosity  	but	  did not bring to his journeys his own creative touch. ";0
"He also had a high opinion of British travellers and officials  	but	  felt that they were not dedicated.";0
"Van Der Meulen realised that change had to come  	but	  he was surely saddened by the way it happened. ";0
"They attacked him,  	but	  he was able to hold them off until help arrived.";0
It's something I would like to do but the big question is which direction to go in  ;0
I've had the guitar for six or seven years but have only recently started playing it again  ;0
Obviously we have people who help but you have to present the design ideas  ;0
David had mentioned it a couple of times but I hadn't really taken him that seriously  ;0
I had no idea what the response would be but all of a sudden all this equipment started coming in from all  ;0
They were all brilliant people but nobody could sit down and play;0
It's big but it's not fat ;0
"I hate sewing  	but	  I'll do it for you ";0
"It's glass of a sort,  	but	  I don't know what";0
"We had a look in Salisbury's  	but	  she didn't like any of them there";0
"You may have a lot of interesting things to tell me,  	but	  it's no use expecting me to listen";0
"They lived a long way away,  	but	  they decided to take a weeks holiday in Cornwall";0
"I will ask him  	but	  I doubt it";0
"I've heard of the new ones  	but	  I haven't seen it";0
"She has to have red for tap,  	but	  she wanted a white one";0
"She thought she could probably get them to school,  	but	  can't bring them home";0
"You haven't got much of a temperature,  	but	  it's just slightly up";0
"Well she did work full time in London,  	but	  she said that was too much for her ";0
"she wanted some flip flops,  	but	  they didn't have any there either";0
"I don't really know how to put this  	but	  I'll have a go";0
" there wasn't actually bite marks,  	but	  he did bite me";0
"my legs are still a bit skinny  	but	  apart from that I'm doing okay";0
"I was laughing at her but	  I felt so sorry for her ";0
"So he went to sit down  	but	  his chair wasn't  there";0
"Which is a fairly important job  	but	  I get paid shit";0
"Ann led and Megan followed,  	but	  that would sort itself out in the long run";0
"It's bad enough now,  	but	  it must have been really something when it was occupied";0
